model,epochs,fold,operation_id,date,count,raw_MAE,raw_RMSE,raw_Bias,raw_Corr,primary_MAE,primary_RMSE,primary_Bias,primary_Corr,kalman_MAE,kalman_RMSE,kalman_Bias,kalman_Corr
wl_random_forest,1,operation_06,6,2024-07-18,442,0.013691570960263673,0.019004007183843853,-0.0022010106593601617,0.9374322440696251,0.01322490650993362,0.017746903158777066,-0.0019847088315025113,0.9446528067675798,0.013224899108591384,0.017746825528218588,-0.0019847165570734647,0.9446532508661726
wl_random_forest,1,operation_07,7,2024-07-18,642,0.011589235209708273,0.016717477406885926,0.005350995116829496,0.8967842009870584,0.011934718493106835,0.017140600791712864,0.00535611032365235,0.8916876334961132,0.011934790324804902,0.017140686450263266,0.005356112950655635,0.8916863073545047
wl_random_forest,1,operation_08,8,2024-07-18,460,0.018772282007596404,0.03243245505653778,0.012375539227254142,0.7080650578263086,0.018714724545155006,0.032253940417964186,0.012496530045004154,0.7080735082490576,0.01871475162259307,0.03225393346187235,0.012496526223849964,0.7080732655476007
wl_random_forest,1,operation_09,9,2024-07-18,577,0.0129872779576619,0.021273408715558762,0.0009425517082689081,0.9004772031833217,0.012836115922609984,0.02088721243515937,0.0009325512186693536,0.9049702095064672,0.012836148748833025,0.020887234926617787,0.0009325578372845315,0.9049700461026732
wl_random_forest,1,operation_10,10,2024-07-18,438,0.016062808518732204,0.029216152025301867,9.924858702301014e-05,0.8313636293814753,0.016209001731041273,0.028571864038336257,0.00010518420668500795,0.8277787978017058,0.016209090546591764,0.028571907264528528,0.00010519256579293028,0.8277773945210511
wl_random_forest,1,operation_11,11,2024-07-18,323,0.01246912425173408,0.022276299249667564,-0.0036665994879282685,0.9219631724495692,0.012263198130286642,0.021945530298427322,-0.0036259502766794374,0.9238880336405292,0.012263299848710833,0.021945614775226985,-0.0036259423389740164,0.9238873933581078
wl_random_forest,1,operation_12,12,2024-07-18,349,0.018883007554073204,0.02428605852679911,-0.015393547193846873,0.9534145250950018,0.01852093683380521,0.023361018828294104,-0.015244773882126908,0.9596334234395651,0.018520976803413757,0.023360999276056383,-0.015244770372211967,0.959633595998611
wl_random_forest,1,operation_13,13,2024-07-18,305,0.008469822267333244,0.011410245570102352,-0.004662497609328453,0.9213691395875947,0.008457797816401793,0.011042479843114888,-0.00467854431019632,0.9244110792380478,0.00845782975191701,0.011042502080653029,-0.004678544705249461,0.9244104987527315
wl_random_forest,1,operation_14,14,2024-07-19,310,0.01149737241886298,0.015041438452490511,-0.00493403069036114,0.8755919234300726,0.01095839841248469,0.014078708591345942,-0.004925885226596971,0.8951010703299321,0.010958360492642216,0.014078655782660493,-0.00492588676350857,0.8951021975844595
wl_random_forest,1,operation_15,15,2024-07-19,487,0.010162169766336788,0.014002447980334655,-0.003780545394301186,0.9323488224668328,0.010186477777314596,0.01395059806691614,-0.0038105027519394004,0.9341685561996208,0.010186499184848201,0.01395061079592057,-0.003810515358587379,0.9341685136237433
wl_random_forest,1,operation_16,16,2024-07-19,382,0.01754123559578944,0.02352842381140635,0.009368361784898778,0.7118440926354985,0.01701931331088101,0.022735281047921715,0.009428735217920455,0.722472755470756,0.017019276038054844,0.02273522623829172,0.009428735720342283,0.7224733760294879
wl_random_forest,1,operation_17,17,2024-07-19,602,0.012256940489363797,0.018287795184131938,0.005616462188712492,0.8105812482329443,0.011940585351883568,0.017707738956330866,0.005597887145147687,0.8210015045619791,0.011940587618740464,0.017707715982019197,0.005597878730381218,0.8210017976774169
wl_random_forest,1,operation_18,18,2024-07-19,397,0.012845166541228588,0.016416695560580556,0.009574842032641116,0.628355974007928,0.012099058353684404,0.015469637896456334,0.009608303425794891,0.6622929491973351,0.012099016214935495,0.015469566240663238,0.00960830968731236,0.6622957203009149
wl_hgrn,36,operation_01,1,2024-07-17,337,0.07060104803090987,0.08066508724641559,-0.05117735098660523,0.8863256511413932,0.07060104803090987,0.08066508724641559,-0.05117735098660523,0.8863256511413932,0.07156082392576693,0.08079486727025582,-0.05090544422246399,0.8929945251036174
wl_hgrn,36,operation_02,2,2024-07-17,543,0.03327441566776395,0.04044414690146379,0.018172778257787996,0.842402613251679,0.03327441566776395,0.04044414690146379,0.018172778257787996,0.842402613251679,0.03465706695259446,0.0433769963107242,0.018158477472356584,0.8035171015069255
wl_hgrn,36,operation_03,3,2024-07-18,630,0.022996917603507874,0.03462150609804495,-0.00904468506101578,0.8553572093226882,0.022996917603507874,0.03462150609804495,-0.00904468506101578,0.8553572093226882,0.023347496491864735,0.03737199859096454,-0.009154980901159617,0.8244498557033634
wl_hgrn,36,operation_04,4,2024-07-18,653,0.01862043297491614,0.02534280138758326,-0.0035684028409341574,0.7943030611791797,0.01862043297491614,0.02534280138758326,-0.0035684028409341574,0.7943030611791797,0.018215917511253992,0.025040268516856885,-0.003521869547874664,0.8012693290376891
wl_hgrn,36,operation_05,5,2024-07-18,123,0.036683786206129124,0.04484815870034521,-0.024525520278186334,0.9107574922271543,0.036683786206129124,0.04484815870034521,-0.024525520278186334,0.9107574922271543,0.0338631913755727,0.04437306829464835,-0.025752642535120593,0.9126787715679996
wl_hgrn,36,operation_06,6,2024-07-18,442,0.023446067425999705,0.03095123313107416,0.005574334800513082,0.8980142880851153,0.023446067425999705,0.03095123313107416,0.005574334800513082,0.8980142880851153,0.022784982819216128,0.028878818136868878,0.00547706448298907,0.9135814276411105
wl_hgrn,36,operation_07,7,2024-07-18,642,0.01808204829135788,0.023939939714716932,-0.005531833922008859,0.7776733127547178,0.01808204829135788,0.023939939714716932,-0.005531833922008859,0.7776733127547178,0.018405522714855346,0.024088305661963575,-0.005513893868994007,0.7719576401776626
wl_hgrn,36,operation_08,8,2024-07-18,460,0.021492942519809887,0.03138762886303899,0.01172045728434687,0.6888344101249886,0.021492942519809887,0.03138762886303899,0.01172045728434687,0.6888344101249886,0.021133247312036522,0.030329325169777363,0.011620869279787654,0.6949183116338806
wl_hgrn,36,operation_09,9,2024-07-18,577,0.02517005682404781,0.03312002007386944,0.016887826770802306,0.8381225646101823,0.02517005682404781,0.03312002007386944,0.016887826770802306,0.8381225646101823,0.026027805899349617,0.03387007402373423,0.01690073481227476,0.8297708966135405
wl_hgrn,36,operation_10,10,2024-07-18,438,0.021361854522739917,0.028395987118351677,-0.00041490330543692255,0.7602847656465644,0.021361854522739917,0.028395987118351677,-0.00041490330543692255,0.7602847656465644,0.022661658589156194,0.030892043636787977,-0.0004198620376906139,0.7073972688897773
wl_hgrn,36,operation_11,11,2024-07-18,323,0.02088317634889585,0.030091376077140835,0.006195683966480172,0.8655595698980562,0.02088317634889585,0.030091376077140835,0.006195683966480172,0.8655595698980562,0.024765092119786135,0.035885066190438485,0.006212704082583418,0.8025347886777836
wl_hgrn,36,operation_12,12,2024-07-18,349,0.03224472056828802,0.037110960385610674,-0.029629123928212164,0.9333187862644116,0.03224472056828802,0.037110960385610674,-0.029629123928212164,0.9333187862644116,0.03369047278667995,0.038033101223311695,-0.029700737771925424,0.924779689549073
wl_hgrn,36,operation_13,13,2024-07-18,305,0.02511556656634221,0.02863253761771469,-0.016369194280905802,0.8625815448370281,0.02511556656634221,0.02863253761771469,-0.016369194280905802,0.8625815448370281,0.02556100249099218,0.02897103297908732,-0.016066870964628416,0.8331137588571961
wl_hgrn,36,operation_14,14,2024-07-19,310,0.029392179366080993,0.036033532286720224,0.0019666964007962135,0.5354051940285924,0.029392179366080993,0.036033532286720224,0.0019666964007962135,0.5354051940285924,0.02822557319554963,0.034376070652335014,0.0018981096721087075,0.5517679150701577
wl_hgrn,36,operation_15,15,2024-07-19,487,0.019910781045713952,0.02506002329263531,0.009469261404425212,0.7685597388941976,0.019910781045713952,0.02506002329263531,0.009469261404425212,0.7685597388941976,0.018985241561245522,0.023556565231934355,0.00944555994845126,0.8012622152162198
wl_hgrn,36,operation_16,16,2024-07-19,382,0.03264654868560311,0.043285944832560916,0.02409253195318252,0.4486213680537301,0.03264654868560311,0.043285944832560916,0.02409253195318252,0.4486213680537301,0.029530997477989783,0.04041676179681922,0.024170904994772126,0.48885765649895996
wl_hgrn,36,operation_17,17,2024-07-19,602,0.03659456829692042,0.045691268949613964,0.03366286097174863,0.2827860674609549,0.03659456829692042,0.045691268949613964,0.03366286097174863,0.2827860674609549,0.03641484921895168,0.04490099866356083,0.033640006922147005,0.30481954116475574
wl_hgrn,36,operation_18,18,2024-07-19,397,0.013484435958285777,0.017838370378497042,-0.0008009903376889169,0.5368607181369089,0.013484435958285777,0.017838370378497042,-0.0008009903376889169,0.5368607181369089,0.011900304273408317,0.01564045764720855,-0.0007557552705420922,0.5936102879507145
